,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2012-12-04,111.670,27.920,38.250,129.390,33.300,41.890,55.280,23.760,18.890,13.010,13.550,35.500,67.720,59.600,51.460,32.180,33.360,37.010,46.640,164.420,16.520,138.480,20.500,141.800,71.360,82.090,63.730,22.980,27.370,122.000,21.130,56.120,34.610,31.900,141.250,32.400,47.620,64.570,72.460,42.140,26.290,36.080,70.410,15.660,36.870,29.040,35.820,34.920,40.240,47.080,42.090,52.370,10637.593
2012-12-05,111.770,27.890,38.810,130.240,33.570,42.340,55.360,23.770,19.180,12.890,13.630,35.660,67.770,59.950,52.340,32.220,33.440,38.120,45.350,164.120,16.490,138.350,19.880,142.060,71.830,81.990,63.560,23.190,27.490,122.250,21.000,55.940,34.530,31.820,141.500,32.220,47.730,64.370,72.600,42.620,25.650,35.660,70.900,15.850,37.260,28.750,35.890,35.450,40.370,46.940,42.400,53.980,10637.636
2012-12-06,111.760,27.640,38.700,130.740,33.680,42.660,55.470,23.850,19.250,12.750,13.680,35.660,68.540,60.480,52.770,32.190,33.380,38.270,45.550,164.500,16.520,137.730,19.910,142.500,72.040,82.120,64.120,23.210,27.480,122.230,20.660,55.530,34.410,31.930,141.980,31.660,47.700,64.970,72.830,42.890,25.570,35.750,71.130,15.900,37.250,28.920,35.930,35.430,40.350,47.240,42.430,53.830,10637.678
2012-12-07,111.660,27.610,38.630,131.560,33.820,42.780,55.500,23.720,19.280,12.570,13.700,35.700,68.920,60.830,53.070,32.040,33.150,38.410,45.930,165.160,16.590,136.910,19.960,143.000,72.440,82.180,64.380,23.360,27.490,121.940,20.560,55.190,34.320,32.030,142.420,31.530,47.520,65.210,73.040,43.040,25.580,36.050,71.560,16.020,37.500,28.770,36.180,35.460,40.480,47.420,42.750,54.340,10637.717
2012-12-10,111.680,27.550,38.410,131.740,33.660,43.030,55.550,23.760,19.260,12.350,13.690,35.780,69.740,61.220,53.540,31.990,33.110,38.760,46.520,165.800,16.650,138.970,19.920,143.130,72.530,82.540,64.380,23.400,27.540,122.050,20.440,55.120,34.300,32.140,142.470,31.390,47.650,65.180,73.130,43.320,25.550,36.280,71.480,15.990,37.680,28.840,36.140,35.470,40.650,47.150,43.530,54.040,10637.755
2012-12-11,111.640,27.500,38.730,132.500,33.740,43.250,55.870,24.030,19.340,12.570,13.730,35.880,69.960,61.800,54.010,32.340,33.590,38.800,46.280,165.650,16.640,141.160,19.950,143.960,72.860,83.410,64.460,23.490,27.790,121.600,20.510,54.370,34.070,31.910,143.440,31.470,47.990,65.340,73.590,43.550,25.430,36.570,71.900,16.070,37.760,29.230,36.160,35.550,41.080,47.300,44.120,54.260,10637.789
2012-12-12,111.330,27.630,39.150,132.510,34.190,43.380,56.050,24.180,19.360,12.720,13.790,36.000,70.220,61.830,54.050,32.550,33.770,39.000,47.630,165.770,16.650,140.680,20.440,144.160,73.050,82.940,64.420,23.560,27.790,121.230,20.720,54.350,34.050,32.370,143.510,31.780,48.190,65.160,73.620,43.720,25.850,36.480,72.160,16.140,37.820,29.180,36.080,35.490,41.020,47.360,44.150,54.470,10637.819
2012-12-13,111.150,27.380,39.150,131.820,34.280,43.190,55.880,24.090,19.230,12.770,13.820,35.860,69.560,62.060,53.670,32.510,33.690,38.660,46.340,164.370,16.500,138.930,20.320,143.260,72.650,82.410,63.990,23.420,27.570,121.040,20.590,54.910,34.250,31.530,142.630,31.580,48.030,64.660,73.200,43.510,25.800,36.380,71.490,16.060,37.700,28.970,36.020,35.350,40.670,47.050,43.830,53.720,10637.844
2012-12-14,111.350,27.550,39.470,131.460,34.460,43.380,56.080,24.280,19.410,12.930,13.790,35.940,69.900,62.110,54.190,32.780,34.000,39.340,46.480,164.130,16.480,138.060,20.240,142.760,72.500,82.360,63.910,23.290,27.390,121.130,20.750,55.380,34.370,31.170,142.110,31.810,48.320,64.650,72.890,43.730,25.600,36.650,71.220,16.000,37.620,28.690,35.960,35.210,40.510,46.850,44.570,53.830,10637.861
2012-12-17,111.080,27.530,39.750,132.440,34.760,43.500,56.320,24.380,19.340,13.110,13.710,36.080,70.590,62.480,54.090,32.840,34.150,39.360,46.510,164.440,16.520,139.410,21.010,144.340,73.350,83.520,64.310,23.850,28.010,120.740,20.900,54.090,33.950,31.200,143.770,32.000,48.490,64.990,73.800,43.840,26.340,37.020,71.870,16.330,37.970,29.040,36.040,35.750,40.830,47.690,44.550,54.550,10637.883
2012-12-18,110.820,27.600,40.250,133.550,35.330,43.530,56.280,24.630,19.190,13.190,13.460,35.860,71.210,62.320,54.350,33.080,34.530,39.540,45.750,162.080,16.280,140.770,21.450,146.050,74.210,84.660,64.970,24.260,28.460,120.440,21.000,52.860,33.600,30.650,145.370,32.180,48.990,65.660,74.660,44.110,26.890,37.460,73.190,16.570,38.460,29.470,36.030,36.000,41.150,48.250,45.310,55.890,10637.908
2012-12-19,111.010,27.700,40.650,132.620,36.090,43.510,56.480,24.610,19.140,13.260,13.310,35.900,70.840,62.380,55.090,33.230,34.510,39.480,45.360,161.690,16.230,139.070,21.190,144.030,73.130,84.120,64.090,24.180,28.500,120.910,21.340,53.620,33.830,30.110,144.290,32.670,49.060,65.570,74.200,44.050,26.770,37.300,72.690,16.470,38.250,29.320,35.670,35.730,40.710,47.910,45.000,55.390,10637.929
2012-12-20,111.020,27.570,41.000,133.190,36.440,43.770,56.860,24.730,19.270,13.380,13.310,36.060,70.710,62.290,55.540,33.400,34.790,39.750,45.070,159.730,16.050,139.080,21.310,144.830,73.610,84.540,64.820,24.400,28.670,121.030,21.370,53.050,33.640,29.000,145.120,32.730,48.880,66.430,74.060,43.900,26.860,37.660,73.180,16.700,38.450,29.370,35.870,35.840,40.770,48.010,45.100,55.800,10637.955
2012-12-21,111.120,27.520,40.420,131.790,36.040,43.260,56.510,24.570,19.130,13.320,13.150,35.680,69.590,61.650,54.970,33.200,34.370,39.240,45.180,160.330,16.090,137.950,21.000,143.510,72.900,84.190,64.620,23.930,28.190,121.240,21.100,54.000,33.920,29.000,142.790,32.360,48.440,66.320,73.430,43.420,26.450,37.000,72.070,16.400,37.930,28.950,35.170,35.310,40.210,47.280,44.420,55.070,10637.981
2012-12-24,111.130,27.430,40.160,130.970,36.040,43.180,56.360,24.480,19.130,13.220,13.150,35.700,69.260,61.530,54.830,33.060,34.140,39.140,44.850,160.620,16.130,137.840,20.880,143.060,72.750,83.780,64.710,23.830,28.040,121.160,21.000,54.320,34.020,28.940,142.350,32.240,48.310,65.610,73.180,43.330,26.290,37.190,71.520,16.370,37.820,28.870,35.060,35.160,40.050,47.320,44.180,54.170,10638.006
2012-12-26,111.050,27.710,40.230,130.810,36.330,43.300,56.350,24.520,19.210,13.240,13.240,35.600,69.090,61.380,55.180,32.990,34.210,39.470,45.150,160.780,16.150,136.630,20.730,142.390,72.500,83.180,64.390,23.760,27.980,120.970,21.640,54.820,34.220,29.010,141.750,33.150,48.360,65.300,72.830,43.440,26.030,37.420,71.200,16.360,37.690,28.710,34.760,34.860,39.910,46.830,44.630,53.970,10638.044
2012-12-27,111.110,27.710,40.530,130.600,36.490,43.540,56.610,24.610,19.230,13.400,13.340,35.640,69.360,61.660,55.440,33.300,34.560,39.540,45.440,161.160,16.200,136.210,20.740,142.250,72.330,83.120,64.470,23.670,27.840,121.360,21.670,54.910,34.250,29.240,141.560,33.190,48.540,65.540,72.770,43.750,26.030,37.290,71.070,16.310,37.630,28.680,34.820,34.800,39.850,46.890,44.260,53.590,10638.078
2012-12-28,111.280,27.630,40.150,129.070,36.350,43.700,56.010,24.260,19.190,13.160,13.420,35.320,69.430,62.260,55.260,32.720,33.870,39.550,44.930,160.540,16.130,134.940,20.600,140.640,71.540,82.530,64.080,23.560,27.700,121.630,21.580,56.180,34.620,29.100,140.030,33.040,47.900,65.110,71.980,43.880,25.900,36.820,69.830,16.180,37.220,28.360,34.450,34.450,39.460,46.510,43.600,52.630,10638.083
2012-12-31,111.080,27.780,41.080,130.580,36.880,44.350,56.860,24.700,19.420,13.450,13.620,35.880,70.530,63.350,55.940,33.460,34.660,40.450,46.390,162.020,16.280,137.220,21.160,143.140,72.820,84.320,64.670,23.830,27.970,120.990,21.790,54.110,34.030,29.370,142.410,33.370,48.840,65.800,73.280,44.530,26.600,37.540,71.420,16.390,37.900,28.850,34.900,34.920,39.880,47.440,45.130,54.080,10638.104
2013-01-02,110.950,27.880,41.220,133.770,38.030,45.220,57.740,24.990,19.870,13.640,13.820,36.420,71.860,64.970,56.960,33.710,35.020,41.850,47.100,163.170,16.400,141.620,21.660,146.630,74.600,86.800,65.720,24.570,29.010,121.270,22.110,51.400,33.180,29.920,146.060,33.820,49.430,66.620,75.140,45.460,27.310,38.480,73.000,16.860,38.810,29.810,35.800,35.560,40.660,48.430,46.380,55.270,10638.138
2013-01-03,110.670,27.650,40.950,133.630,37.740,44.900,57.180,24.600,19.590,13.490,13.680,36.100,71.730,63.860,57.320,33.240,34.480,41.590,45.140,161.200,16.190,141.770,21.730,146.440,74.490,86.600,65.720,24.640,29.160,120.610,22.050,51.660,33.200,29.180,145.730,33.740,48.850,66.610,75.030,45.200,27.390,38.200,72.980,16.850,38.830,29.620,35.710,35.560,40.720,48.550,45.930,55.410,10638.172
2013-01-04,110.790,27.530,41.440,134.060,37.990,44.990,57.470,24.740,19.720,13.670,13.630,36.360,72.250,63.600,57.180,33.550,34.780,41.620,45.330,160.440,16.110,142.620,21.920,147.160,75.060,87.240,66.120,25.030,29.500,120.550,22.150,51.170,33.050,29.240,146.370,33.880,49.260,66.920,75.430,45.280,27.610,38.670,73.790,17.050,39.120,29.500,35.810,35.740,40.900,48.730,46.600,56.010,10638.202
2013-01-07,110.730,27.580,41.660,133.510,37.490,44.650,57.220,24.670,19.760,13.550,13.480,36.280,72.100,63.070,56.860,33.410,34.640,41.290,44.480,159.430,16.020,143.540,22.060,146.700,74.730,86.910,66.220,24.970,29.320,120.750,22.180,51.460,33.150,29.180,145.970,33.920,49.060,67.070,75.210,44.890,27.420,38.590,73.220,17.010,38.950,29.460,35.570,35.390,41.030,48.610,46.680,55.740,10638.232
2013-01-08,110.830,27.650,41.550,133.060,36.660,44.250,56.900,24.490,19.650,13.580,13.360,36.120,71.890,62.660,56.100,33.310,34.540,40.560,44.650,160.560,16.120,144.360,22.140,146.300,74.500,86.850,66.090,24.850,29.200,120.860,22.210,51.760,33.240,29.380,145.550,33.960,48.900,66.940,75.010,44.520,27.510,38.650,72.980,16.960,38.650,29.350,35.470,35.280,41.040,48.470,45.920,55.790,10638.261
2013-01-09,110.750,27.610,41.720,133.710,37.410,44.440,57.190,24.500,19.910,13.800,13.480,36.180,72.710,62.660,56.440,33.340,34.600,41.000,44.360,160.490,16.130,146.310,22.330,146.690,74.720,87.270,66.340,24.730,29.060,120.820,22.140,51.440,33.160,29.350,145.920,33.880,49.050,67.130,75.240,44.780,27.750,38.900,72.860,16.940,39.040,29.400,35.550,35.210,41.490,48.550,46.090,55.100,10638.287
2013-01-10,110.740,27.710,42.570,134.540,37.970,44.820,57.920,24.900,20.040,14.210,13.710,36.560,73.450,63.420,56.980,33.960,35.300,41.520,45.410,161.980,16.270,146.640,22.180,147.800,75.340,87.470,66.500,24.970,29.220,120.880,22.360,50.700,32.920,29.780,147.080,34.170,49.840,67.200,75.760,45.180,27.730,39.070,73.520,17.150,39.230,29.550,35.760,35.360,41.780,48.830,46.060,55.950,10638.312
2013-01-11,110.850,27.590,42.700,134.720,38.530,44.470,58.040,25.080,19.930,14.300,13.610,36.540,73.350,63.060,56.410,34.250,35.590,41.090,45.400,161.060,16.170,145.480,22.210,147.870,75.320,87.340,66.490,24.760,28.930,121.100,22.280,50.710,32.890,29.480,147.070,34.060,50.050,67.160,75.770,44.840,27.770,39.010,73.610,17.110,39.090,29.590,35.920,35.400,41.770,48.870,45.300,56.120,10638.342
2013-01-14,110.950,27.770,42.630,134.890,38.800,44.660,58.110,25.210,19.900,14.190,13.580,36.440,73.720,62.980,56.680,34.230,35.670,41.310,45.230,161.540,16.220,145.820,22.060,147.740,75.420,87.390,66.590,24.800,29.030,120.860,22.430,50.750,32.930,30.040,146.970,34.280,50.010,67.350,75.690,45.020,27.660,39.020,73.620,17.060,39.240,29.400,36.030,35.330,41.810,48.990,44.930,56.030,10638.376
2013-01-15,110.980,27.650,42.310,135.080,38.560,44.470,58.020,24.920,19.910,14.260,13.500,36.500,73.490,62.540,56.500,34.120,35.400,41.280,45.590,162.560,16.320,146.070,22.240,147.800,75.610,87.770,66.900,24.930,29.190,120.760,22.240,50.670,32.910,30.360,147.070,33.990,49.830,67.670,75.830,44.850,27.870,39.060,73.950,17.130,39.350,29.210,36.140,35.430,41.760,49.350,45.350,56.520,10638.415
2013-01-16,111.040,27.680,42.000,134.890,37.840,44.430,57.740,24.820,19.980,14.060,13.370,36.240,73.520,62.150,56.330,33.980,35.160,41.210,45.210,162.650,16.340,144.420,22.100,147.740,75.540,87.510,66.830,25.000,29.320,120.760,22.410,50.730,32.920,30.450,147.050,34.280,49.600,67.590,75.770,44.770,27.640,38.780,74.280,17.140,39.190,29.310,36.090,35.260,41.670,49.240,44.920,56.560,10638.449
2013-01-17,110.800,27.800,42.840,135.830,38.700,44.680,58.210,25.170,20.080,14.320,13.400,36.360,73.800,62.720,56.850,34.460,35.610,41.360,45.000,163.350,16.410,144.520,22.700,148.740,76.050,88.320,66.980,25.200,29.700,120.550,22.710,50.080,32.710,30.670,148.000,34.670,50.130,67.800,76.290,45.080,28.150,39.080,74.750,17.130,39.610,29.430,36.330,35.400,42.040,49.760,45.230,57.020,10638.478
2013-01-18,110.930,27.980,43.010,136.090,38.970,44.780,58.150,25.060,20.120,14.310,13.450,36.300,73.670,62.450,56.840,34.350,35.530,41.700,45.110,163.090,16.390,144.780,22.730,149.130,76.290,88.570,67.380,25.120,29.590,120.670,22.770,49.780,32.610,30.810,148.330,34.770,50.020,68.090,76.500,45.130,28.210,39.340,75.490,17.150,39.930,29.390,36.480,35.680,42.180,49.820,45.510,57.200,10638.512
2013-01-22,110.870,28.060,43.180,136.740,38.080,44.700,58.180,25.040,20.170,14.430,13.480,36.380,74.020,62.310,56.820,34.400,35.620,41.740,45.820,163.670,16.450,145.480,22.860,149.860,76.810,89.210,67.720,25.340,29.910,120.670,22.920,49.270,32.460,31.120,149.130,35.010,50.130,68.440,76.900,45.080,28.310,39.720,76.210,17.310,40.090,29.470,36.490,35.980,42.300,49.950,46.140,58.040,10638.546
2013-01-23,110.990,28.090,43.130,137.460,37.700,44.470,58.120,25.030,20.140,14.310,13.440,36.480,74.120,61.620,56.840,34.290,35.440,41.530,44.560,163.210,16.390,144.510,23.150,150.140,76.740,89.000,67.730,25.210,29.680,120.820,22.660,49.140,32.400,31.190,149.370,34.610,50.150,68.420,76.990,44.800,28.530,39.500,75.950,17.300,40.100,29.780,36.480,35.890,42.250,49.990,45.640,57.520,10638.581
2013-01-24,110.840,28.070,43.270,138.020,38.740,44.310,58.400,25.220,20.290,14.370,13.310,36.560,74.310,60.990,56.700,34.510,35.690,41.530,43.230,161.420,16.220,144.690,23.240,150.180,77.080,89.290,67.810,25.300,29.670,120.650,22.770,49.080,32.390,30.650,149.410,34.760,50.440,68.560,77.080,44.670,28.840,39.620,76.170,17.390,40.340,29.270,36.580,36.050,42.520,50.370,44.780,57.480,10638.615
2013-01-25,110.570,28.010,43.880,138.620,39.430,44.160,59.030,25.800,20.310,14.570,13.240,36.900,74.180,59.780,56.770,35.160,36.350,41.100,41.920,160.650,16.140,146.040,23.630,150.920,77.610,89.940,68.090,25.340,29.710,120.100,22.780,48.560,32.200,30.210,150.250,34.780,51.120,68.950,77.510,44.560,29.110,39.760,76.890,17.470,40.470,29.300,36.760,36.230,42.850,50.900,44.690,57.900,10638.649
2013-01-28,110.410,28.000,43.950,138.650,38.720,43.850,58.740,25.680,20.190,14.610,13.190,36.680,74.010,59.120,56.610,35.130,36.320,40.960,41.480,160.290,16.090,145.490,23.650,150.920,77.470,90.000,68.160,25.330,29.740,120.000,22.880,48.680,32.250,29.850,150.070,34.940,50.920,69.130,77.440,44.230,28.810,39.380,76.760,17.400,40.500,29.400,36.790,36.210,42.700,50.660,43.930,57.360,10638.678
2013-01-29,110.340,28.160,43.850,139.230,39.240,44.340,59.140,25.810,20.350,14.390,13.390,37.020,74.640,59.900,57.200,35.180,36.350,41.550,42.250,160.990,16.170,146.200,23.740,151.420,77.870,90.050,68.290,25.380,29.810,119.730,23.120,48.240,32.090,30.320,150.660,35.290,51.210,69.330,77.700,44.750,29.100,39.600,78.000,17.470,40.590,29.440,36.990,36.460,43.160,50.460,44.350,58.460,10638.708
2013-01-30,110.290,28.480,43.840,138.760,39.690,44.130,59.200,25.780,20.340,14.190,13.380,37.000,74.140,59.580,56.570,35.090,36.330,41.590,41.960,162.190,16.290,145.040,23.460,150.860,77.620,88.970,67.660,25.490,29.780,119.330,23.290,48.640,32.230,30.920,150.070,35.490,51.190,68.670,77.390,44.520,28.820,39.380,77.610,17.390,40.220,29.350,36.920,36.490,43.030,50.370,43.550,58.290,10638.738
2013-01-31,110.390,28.470,43.420,138.410,39.850,44.220,58.980,25.710,20.290,14.200,13.400,36.940,73.620,59.570,56.770,34.720,35.940,41.470,41.620,161.200,16.200,145.580,23.430,150.460,77.460,89.580,67.270,25.480,29.830,119.420,23.130,48.860,32.310,30.440,149.700,35.280,50.930,68.260,77.250,44.560,28.820,39.020,77.350,17.380,40.080,29.400,36.870,36.580,42.910,50.130,43.870,58.100,10638.768
2013-02-01,109.940,28.580,44.100,139.740,40.260,44.500,59.450,26.090,20.330,14.290,13.440,36.940,74.950,59.540,57.080,35.280,36.400,41.820,42.220,161.450,16.220,147.770,23.130,152.030,78.140,90.370,67.720,25.850,30.250,118.740,23.180,47.870,31.950,30.780,151.240,35.350,51.460,68.660,78.000,44.860,28.750,39.500,78.070,17.610,40.470,29.730,37.170,36.680,43.250,50.420,44.370,58.680,10638.793
2013-02-04,110.250,28.480,43.060,138.570,39.960,43.920,58.380,25.140,19.990,13.460,13.420,36.500,74.110,58.810,56.300,33.880,34.780,40.630,42.340,162.000,16.270,145.670,22.750,150.370,77.360,89.280,67.580,25.600,29.880,119.140,22.780,48.880,32.320,30.690,149.540,34.780,50.050,68.500,77.180,44.280,28.410,39.120,77.330,17.410,40.120,29.340,36.820,36.430,42.770,49.800,43.880,57.990,10638.823
2013-02-05,110.020,28.590,43.200,139.390,40.530,43.970,58.650,25.340,19.930,13.670,13.430,36.420,74.460,59.030,56.120,34.220,35.250,40.620,42.260,161.960,16.280,147.260,23.020,151.760,78.130,90.080,67.490,25.940,30.230,118.900,22.950,47.980,32.000,30.760,151.050,35.030,50.460,68.340,77.910,44.410,28.630,39.320,78.000,17.580,40.490,29.680,37.260,36.530,43.240,50.330,43.690,59.110,10638.853
2013-02-06,110.210,28.550,43.460,139.580,41.130,43.920,58.640,25.050,20.030,13.610,13.520,36.600,74.070,58.720,56.110,33.950,34.840,40.460,42.540,162.390,16.320,146.630,22.930,151.960,78.320,90.460,67.610,26.010,30.360,119.210,22.970,47.870,31.990,30.810,151.160,35.040,50.250,68.580,78.050,44.300,28.590,39.360,78.050,17.610,40.500,29.670,37.310,36.640,43.230,50.440,44.550,59.480,10638.883
2013-02-07,110.250,28.440,43.280,139.290,41.000,43.530,58.160,24.870,19.900,13.290,13.470,36.380,73.020,58.510,55.980,33.450,34.280,39.520,42.600,161.840,16.260,145.200,22.700,151.780,78.080,90.160,67.290,26.020,30.380,119.250,22.730,47.990,32.030,30.460,150.960,34.680,49.690,68.290,77.910,43.940,28.310,39.150,77.850,17.560,40.450,29.670,37.510,36.690,43.070,50.330,44.310,59.150,10638.912
2013-02-08,110.280,28.550,43.490,139.730,40.440,43.850,58.530,24.970,20.120,13.410,13.520,36.680,73.210,59.560,55.940,33.690,34.560,39.850,42.320,161.570,16.220,146.530,22.750,152.550,78.450,90.800,67.960,26.090,30.470,119.510,22.700,47.490,31.860,30.430,151.800,34.700,50.070,68.920,78.380,44.290,28.420,39.380,78.580,17.600,40.610,29.930,37.480,36.690,43.390,50.720,44.400,59.870,10638.942
2013-02-11,110.170,28.450,43.370,139.520,41.410,43.830,58.470,24.950,20.170,13.290,13.560,36.480,73.070,59.800,55.830,33.590,34.470,39.770,41.470,159.700,16.050,146.120,22.680,152.500,78.490,90.700,68.030,26.180,30.530,119.450,23.020,47.510,31.860,30.000,151.770,35.120,49.780,69.020,78.340,44.270,28.380,39.330,78.190,17.680,40.580,29.990,37.480,36.780,43.300,50.550,44.390,59.330,10638.981
2013-02-12,110.150,28.500,43.790,140.050,40.960,43.950,58.760,25.150,20.210,13.420,13.590,36.720,73.010,59.800,55.900,33.990,34.940,39.830,41.920,159.890,16.060,145.470,23.530,152.840,78.840,91.100,68.430,26.390,30.760,119.330,23.130,47.330,31.810,30.090,152.020,35.280,50.270,69.540,78.470,44.340,29.240,39.350,78.400,17.820,40.760,29.890,37.440,36.940,43.250,50.750,44.570,58.970,10639.019
2013-02-13,110.040,28.510,44.150,139.870,40.710,44.170,58.900,25.340,20.240,13.500,13.600,36.740,71.810,60.570,56.410,34.180,35.090,40.050,41.200,159.050,15.980,146.390,23.550,152.940,78.970,91.480,68.400,26.380,30.780,119.050,23.070,47.270,31.780,29.770,152.150,35.190,50.520,69.500,78.580,44.520,29.260,39.490,78.680,17.780,40.980,29.880,37.480,36.940,43.220,50.860,44.070,59.380,10639.061
2013-02-14,110.240,28.470,43.670,139.860,40.120,44.140,58.580,24.960,20.200,13.280,13.690,36.520,71.450,61.010,56.150,33.850,34.630,40.220,41.360,158.350,15.900,146.050,23.510,153.120,79.020,91.710,68.130,26.310,30.710,119.380,23.120,47.130,31.730,29.460,152.290,35.270,50.100,69.210,78.680,44.480,29.150,39.360,79.360,17.840,41.040,29.800,37.560,36.640,43.310,50.880,44.960,59.630,10639.108
2013-02-15,110.250,28.350,43.750,139.450,40.350,43.990,58.430,24.840,20.220,13.210,13.640,36.460,71.730,60.980,56.170,33.620,34.290,40.320,39.890,155.760,15.650,145.760,23.500,152.950,78.890,91.740,68.210,26.220,30.680,119.330,22.730,47.270,31.770,28.830,152.110,34.720,49.950,69.240,78.590,44.410,29.080,39.350,78.450,17.760,41.060,29.780,37.610,36.720,43.410,50.940,44.380,58.470,10639.151
2013-02-19,110.120,28.240,44.180,139.970,40.860,44.080,59.120,25.360,20.150,13.400,13.720,36.600,72.750,61.210,56.320,34.200,35.030,39.440,39.370,155.330,15.600,146.140,23.330,154.000,79.570,92.550,68.680,26.420,30.830,119.300,22.910,46.610,31.540,28.440,153.250,34.960,50.560,69.790,79.140,44.430,29.020,39.180,79.360,17.930,41.360,29.980,37.990,37.040,43.680,51.130,43.970,59.400,10639.202
2013-02-20,110.190,27.920,43.830,138.880,40.770,43.680,58.540,25.000,20.020,13.120,13.670,36.100,71.720,61.760,55.090,33.650,34.240,39.040,37.450,151.440,15.210,144.910,21.990,152.060,78.490,90.830,68.100,26.060,30.470,119.500,22.350,47.750,31.940,27.590,151.340,34.170,49.870,69.340,78.090,44.020,27.730,38.080,77.700,17.660,40.820,29.570,37.920,36.970,43.400,50.350,41.850,57.310,10639.253
2013-02-21,110.250,27.600,43.050,138.510,40.200,43.090,57.660,24.530,19.790,12.670,13.510,35.820,71.310,61.480,54.250,32.930,33.440,38.510,38.120,152.620,15.330,143.740,21.980,151.180,77.980,89.950,67.570,25.750,30.170,119.690,21.830,48.280,32.130,27.730,150.420,33.430,49.110,68.820,77.560,43.520,27.590,37.730,77.160,17.520,40.520,29.330,38.040,36.810,43.200,49.930,41.460,57.310,10639.308
2013-02-22,110.310,27.600,43.540,139.810,41.000,43.280,58.490,24.770,19.620,12.940,13.580,36.140,71.560,61.980,54.820,33.550,34.280,38.540,37.930,152.970,15.360,146.030,22.220,152.630,78.680,91.030,68.150,26.040,30.530,119.770,21.980,47.400,31.800,27.830,151.890,33.600,49.840,69.510,78.310,43.690,27.940,38.230,77.970,17.740,40.840,29.690,38.260,37.180,43.390,50.210,41.470,58.320,10639.364
2013-02-25,110.730,27.470,41.770,137.660,39.600,42.700,57.090,24.310,19.590,12.200,13.320,35.280,70.340,60.510,54.200,32.360,32.940,38.040,38.570,154.340,15.500,144.370,21.340,149.770,77.030,89.020,67.000,25.410,29.820,120.480,21.700,49.120,32.400,28.070,149.000,33.210,48.260,68.190,76.870,43.040,26.970,37.350,75.930,17.260,40.000,29.270,37.740,36.850,42.910,49.430,40.430,56.480,10639.415
2013-02-26,110.700,27.420,42.360,138.780,40.500,42.940,57.550,24.360,19.630,12.290,13.380,35.400,70.080,61.310,54.660,32.590,33.120,38.120,39.050,156.220,15.700,144.460,22.170,150.790,77.540,89.370,67.590,25.570,30.020,120.330,21.750,48.490,32.200,28.410,150.020,33.330,48.730,68.660,77.360,43.330,27.770,37.750,76.680,17.350,40.240,29.440,37.830,36.960,43.020,49.920,40.720,56.830,10639.474
2013-02-27,110.730,27.250,43.010,140.600,40.610,43.410,58.280,24.740,20.010,12.530,13.510,35.900,70.980,62.180,55.030,33.270,33.850,38.470,38.260,154.570,15.530,146.690,22.680,152.630,78.620,90.310,68.110,25.910,30.300,120.290,21.840,47.260,31.790,28.010,151.910,33.400,49.460,69.160,78.310,43.720,28.370,38.420,77.850,17.620,41.000,29.690,38.110,37.300,43.490,50.680,41.130,57.860,10639.521
2013-02-28,110.830,27.130,42.760,140.280,40.940,43.200,58.220,24.670,20.120,12.440,13.520,35.940,71.320,61.690,55.130,33.120,33.680,38.950,37.400,153.000,15.370,147.790,22.490,152.500,78.400,90.480,68.120,26.000,30.370,120.330,21.570,47.450,31.890,27.540,151.610,33.060,49.200,69.090,78.240,43.500,28.300,38.490,77.690,17.590,40.970,29.630,38.090,37.430,43.450,50.930,40.560,57.970,10639.568
2013-03-01,110.660,26.940,42.370,140.740,41.670,43.310,58.100,24.490,20.120,12.250,13.560,35.760,71.300,61.940,55.200,32.930,33.470,38.600,37.110,152.440,15.320,149.570,22.610,152.880,78.640,90.890,68.250,26.000,30.410,120.230,21.350,47.110,31.740,27.620,152.110,32.740,49.070,69.320,78.420,43.570,28.390,38.510,77.790,17.640,40.900,29.680,38.220,37.500,43.780,51.050,39.730,57.890,10639.615
2013-03-04,110.580,26.840,42.330,141.070,41.610,42.900,58.350,24.550,19.920,12.230,13.350,35.900,71.240,61.650,54.780,33.100,33.730,37.930,35.910,152.300,15.310,151.270,23.090,153.640,79.060,91.130,68.760,26.230,30.600,120.140,21.110,46.670,31.590,27.600,152.920,32.400,49.360,69.840,78.780,43.190,28.750,38.560,77.620,17.790,40.820,29.770,38.510,37.880,44.020,51.500,39.190,57.600,10639.661
2013-03-05,110.490,27.090,42.760,142.340,41.740,43.420,58.930,24.930,19.960,12.430,13.570,36.300,71.650,62.190,55.100,33.560,34.210,38.220,35.930,152.380,15.320,153.230,23.490,155.030,79.780,92.190,69.290,26.350,30.790,119.940,21.320,45.790,31.280,27.750,154.290,32.690,49.940,70.390,79.570,43.680,29.190,38.820,78.120,17.940,41.400,30.180,38.640,38.080,44.400,52.020,39.370,58.160,10639.696
